Var1	Var2
CELLULOSE-SYNTHASE-GDP-FORMING-RXN	
RXN-14177	
RXN-9640	lotaustralin biosynthesis
RXN-14176	
CELLODEXTRIN-PHOSPHORYLASE-RXN	
RXN-14175	
RXN-9639	lotaustralin biosynthesis
RXN-14174	
CELLOBIOSE-PHOSPHORYLASE-RXN	
RXN-14173	
RXN-9638	lotaustralin biosynthesis
RXN-14172	cannabinoid biosynthesis
CELLOBIOSE-EPIMERASE-RXN	
RXN-14171	
RXN-9637	thalianol and derivatives biosynthesis
RXN-14169	
CELLOBIOSE-DEHYDROGENASE-ACCEPTOR-RXN	
RXN-14168	superpathway of scopolin and esculin biosynthesis
RXN-9636	lotaustralin biosynthesis
RXN-14167	superpathway of scopolin and esculin biosynthesis
CDPKIN-RXN	CMP phosphorylation
RXN-14166	superpathway of scopolin and esculin biosynthesis
RXN-9631	thalianol and derivatives biosynthesis
RXN-14165	superpathway of scopolin and esculin biosynthesis
CDPDIGLYSYN-RXN	type I lipoteichoic acid biosynthesis (S. aureus)	CDP-diacylglycerol biosynthesis II	CDP-diacylglycerol biosynthesis III	CDP-diacylglycerol biosynthesis I
RXN-14164	
RXN-9630	thalianol and derivatives biosynthesis
RXN-14163	
CDPDIGLYPYPHOSPHA-RXN	
RXN-14162	
RXN-9629	
RXN-14161	
CDP-GLYCEROL-PYROPHOSPHATASE-RXN	
RXN-14160	phospholipid remodeling (phosphatidylethanolamine, yeast)
RXN-9628	
RXN-14159	
CDP-GLUCOSE-46-DEHYDRATASE-RXN	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis
RXN-14156	
RXN-9627	sporopollenin precursors biosynthesis
RXN-14155	
CATECHOL-OXIDASE-RXN	o-diquinones biosynthesis
RXN-14154	
RXN-9626	
RXN-14153	
CATECHOL-OXIDASE-DIMERIZING-RXN	
RXN-14152	
RXN-9624	sporopollenin precursors biosynthesis	stearate biosynthesis III (fungi)	stearate biosynthesis I (animals and fungi)
RXN-14151	
CATECHOL-O-METHYLTRANSFERASE-RXN	
RXN-14150	myo-inositol degradation I
RXN-9623	palmitate biosynthesis II (bacteria and plants)	stearate biosynthesis I (animals and fungi)
RXN-14149	myo-inositol degradation I
CATECHOL-23-DIOXYGENASE-RXN	catechol degradation to 2-hydroxypentadienoate II	catechol degradation to 2-hydroxypentadienoate I
RXN-14148	myo-, chiro- and scyllo-inositol degradation
RXN-9621	sorgoleone biosynthesis
RXN-14147	
CATECHOL-2-3-DIOXYGENASE-RXN	toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)	2-nitrotoluene degradation	toluene degradation to 2-hydroxypentadienoate I (via o-cresol)
RXN-14146	
RXN-9620	sorgoleone biosynthesis
RXN-14143	
CATECHOL-12-DIOXYGENASE-RXN	catechol degradation to beta-ketoadipate
RXN-14142	
RXN-9619	sorgoleone biosynthesis
RXN-14140	
CATAL-RXN	reactive oxygen species degradation	superoxide radicals degradation	methanol oxidation to formaldehyde IV
RXN-14139	tunicamycin biosynthesis
RXN-9618	sorgoleone biosynthesis
RXN-14138	
CASBENE-SYNTHASE-RXN	casbene biosynthesis
RXN-14137	
RXN-9617	sorgoleone biosynthesis
RXN-14136	
CARVEOL-DEHYDROGENASE-RXN	(4R)-carvone biosynthesis
RXN-14132	
RXN-9616	sorgoleone biosynthesis
RXN-14131	(8E,10E)-dodeca-8,10-dienol biosynthesis
CARNRACE-RXN	D-carnitine degradation II
RXN-14129	
RXN-9615	
RXN-14128	
CARNOSINE-SYNTHASE-RXN	carnosine biosynthesis
RXN-14126	
RXN-9614	
RXN-14125	
CARNOSINE-N-METHYLTRANSFERASE-RXN	
RXN-14124	
RXN-9613	trehalose biosynthesis VII
RXN-14123	
CARNITINE-O-PALMITOYLTRANSFERASE-RXN	mitochondrial L-carnitine shuttle
RXN-14122	
RXN-9612	rifamycin B biosynthesis
RXN-14121	
CARNITINE-O-OCTANOYLTRANSFERASE-RXN	
RXN-14120	
RXN-9611	rifamycin B biosynthesis
RXN-14118	
CARNITINE-O-ACETYLTRANSFERASE-RXN	
RXN-14117	
RXN-9610	rifamycin B biosynthesis
RXN-14116	L-proline degradation	ethylene biosynthesis II (microbes)	L-arginine degradation I (arginase pathway)
CARNITINE-DECARBOXYLASE-RXN	
RXN-14115	
RXN-961	photorespiration
RXN-14114	
CARNITINE-3-DEHYDROGENASE-RXN	L-carnitine degradation II	D-carnitine degradation II
RXN-14113	
RXN-9609	rifamycin B biosynthesis
RXN-14112	
CARNITINAMIDASE-RXN	
RXN-14111	
RXN-9608	rifamycin B biosynthesis
RXN-14110	quercetin diglycoside biosynthesis (pollen-specific)
CARNDETRU-RXN	L-carnitine degradation I
RXN-14109	quercetin diglycoside biosynthesis (pollen-specific)
RXN-9607	rifamycin B biosynthesis
RXN-14108	kaempferol diglycoside biosynthesis (pollen-specific)
CARNCOARACE-RXN	
RXN-14106	
RXN-9606	rifamycin B biosynthesis
RXN-14105	
CARDIOLIPSYN-RXN	cardiolipin biosynthesis I
RXN-14104	
RXN-9605	rifamycin B biosynthesis
RXN-14103	
CARBOXYMETHYLOXYSUCCINATE-LYASE-RXN	
RXN-14102	
RXN-9603	trehalose biosynthesis VI
RXN-14101	
CARBOXYMETHYLHYDANTOINASE-RXN	
RXN-14100	
RXN-9601	linoleate biosynthesis II (animals)
RXN-14099	
CARBOXYMETHYLENEBUTENOLIDASE-RXN	4-chlorocatechol degradation	3-chlorocatechol degradation II (ortho)
RXN-14098	
RXN-9600	histamine degradation
RXN-14093	
CARBOXYLESTERASE-RXN	
RXN-14092	
RXN-9599	
RXN-14091	
CARBOXYLATE-REDUCTASE-RXN	
RXN-14090	
RXN-9598	
RXN-14089	
CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN	L-phenylalanine biosynthesis II
RXN-14088	pinocembrin C-glucosylation
RXN-9597	
RXN-14087	pinocembrin C-glucosylation
CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN	
RXN-14085	pinocembrin C-glucosylation
RXN-9592	sulfoacetaldehyde degradation II
RXN-14084	pinocembrin C-glucosylation
CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN	
RXN-14083	pinocembrin C-glucosylation
RXN-9591	CDP-diacylglycerol biosynthesis III
RXN-14082	eriodictyol C-glucosylation
CARBONYL-REDUCTASE-NADPH-RXN	
RXN-14081	eriodictyol C-glucosylation
RXN-9589	xylogalacturonan biosynthesis
RXN-1408	
CARBODEHYDRAT-RXN	
RXN-14079	eriodictyol C-glucosylation
RXN-9588	dhurrin degradation
RXN-14078	eriodictyol C-glucosylation
CARBAMOYL-SERINE-AMMONIA-LYASE-RXN	
RXN-14077	eriodictyol C-glucosylation
RXN-9587	3-amino-5-hydroxybenzoate biosynthesis
RXN-14076	flavonoid di-C-glucosylation	naringenin C-glucosylation
CARBAMATE-KINASE-RXN	
RXN-14074	
RXN-9586	3-amino-5-hydroxybenzoate biosynthesis
RXN-14073	
CALDESMON-PHOSPHATASE-RXN	
RXN-14072	superpathway of scopolin and esculin biosynthesis
RXN-9585	3-amino-5-hydroxybenzoate biosynthesis
RXN-14071	superpathway of scopolin and esculin biosynthesis
CALCIDIOL-1-MONOOXYGENASE-RXN	vitamin D3 biosynthesis
RXN-14070	superpathway of scopolin and esculin biosynthesis
RXN-9584	3-amino-5-hydroxybenzoate biosynthesis
RXN-14069	flavonoid di-C-glucosylation	naringenin C-glucosylation
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	phenylpropanoid biosynthesis	coumarins biosynthesis (engineered)	suberin monomers biosynthesis	phenylpropanoids methylation (ice plant)	scopoletin biosynthesis	chlorogenic acid biosynthesis I	capsaicin biosynthesis
RXN-14065	arginomycin biosynthesis	blasticidin S biosynthesis
RXN-9583	3-amino-5-hydroxybenzoate biosynthesis
RXN-14064	
CAFFEATE-34-DIOXYGENASE-RXN	
RXN-14063	
RXN-9582	3-amino-5-hydroxybenzoate biosynthesis
RXN-14062	wogonin metabolism
C04718-C060066-AUTOTRANSFORMATION-RXN	1,8-cineole degradation
RXN-14060	wogonin metabolism
RXN-9581	3-amino-5-hydroxybenzoate biosynthesis
RXN-1406	indole-3-acetate biosynthesis II
BUTYRATE-KINASE-RXN	pyruvate fermentation to butanoate
RXN-14058	
RXN-9580	kanosamine biosynthesis I
RXN-14056	
BUTYRATE--COA-LIGASE-RXN	methyl ketone biosynthesis (engineered)
RXN-14054	
RXN-9579	kanosamine biosynthesis I
RXN-14053	
BUTANAL-DEHYDROGENASE-RXN	pyruvate fermentation to butanol II (engineered)	pyruvate fermentation to butanol I
RXN-14052	
RXN-9578	kanosamine biosynthesis I
RXN-14051	
BTUR2-RXN	
RXN-1405	indole-3-acetate biosynthesis II
RXN-9577	furaneol and mesifurane biosynthesis
RXN-14049	
BSDOSALCAL-RXN	benzenesulfonate degradation
RXN-14048	L-cysteine biosynthesis III (from L-homocysteine)
RXN-9575	furaneol and mesifurane biosynthesis
RXN-14047	
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	L-valine degradation I	L-valine biosynthesis	L-alanine biosynthesis I	L-valine degradation II
RXN-14046	pyridoxal 5'-phosphate salvage II (plants)
RXN-9574	furaneol and mesifurane biosynthesis
RXN-14041	
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	L-leucine degradation IV (Stickland reaction)	L-leucine biosynthesis	L-leucine degradation I	L-leucine degradation III
RXN-1404	indole-3-acetate biosynthesis II	indole glucosinolate activation (herbivore attack)	indole-3-acetate biosynthesis V (bacteria and fungi)
RXN-9571	furaneol and mesifurane biosynthesis
RXN-14039	
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	L-isoleucine biosynthesis V	L-isoleucine biosynthesis I (from threonine)	L-isoleucine degradation I	L-isoleucine biosynthesis II	L-isoleucine biosynthesis IV	L-isoleucine biosynthesis III	L-isoleucine degradation II
RXN-14038	
RXN-9567	
RXN-14037	
BRANCHED-CHAIN-FATTY-ACID-KINASE-RXN	
RXN-14036	camptothecin biosynthesis
RXN-9566	furaneol and mesifurane biosynthesis
RXN-14031	camptothecin biosynthesis
BLASTICIDIN-S-DEAMINASE-RXN	
RXN-14030	camptothecin biosynthesis
RXN-9565	
RXN-14029	
BISPHOSPHOGLYCERATE-MUTASE-RXN	Rapoport-Luebering glycolytic shunt
RXN-14028	
RXN-9564	homofuraneol biosynthesis
RXN-14026	UTP and CTP dephosphorylation I
BIS5-ADENOSYL-TRIPHOSPHATASE-RXN	
RXN-14025	tunicamycin biosynthesis	UTP and CTP dephosphorylation I
RXN-9563	furaneol and mesifurane biosynthesis
RXN-14024	
BIS2-ETHYLHEXYLPHTHALATE-ESTERASE-RXN	
RXN-14023	ethylene glycol biosynthesis (engineered)
RXN-9562	
RXN-14022	ethylene glycol biosynthesis (engineered)
BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN	2-hydroxybiphenyl degradation	biphenyl degradation
RXN-14021	
RXN-9561	
RXN-14019	
BIOTINIDASE-RXN	
RXN-14017	nostoxanthin biosynthesis
RXN-9560	homofuraneol biosynthesis
RXN-14016	nostoxanthin biosynthesis
BIOTIN--COA-LIGASE-RXN	
RXN-14015	
RXN-9559	
RXN-14014	L-lysine biosynthesis I	L-lysine biosynthesis VI	L-lysine biosynthesis III	L-lysine biosynthesis II
BIOCHANIN-A-REDUCTASE-RXN	
RXN-14013	secologanin and strictosidine biosynthesis
RXN-9546	stearate biosynthesis I (animals and fungi)
RXN-14012	quercetin glycoside biosynthesis (Arabidopsis)
BILIVERDIN-REDUCTASE-RXN	heme degradation I
RXN-14011	quercetin glycoside biosynthesis (Arabidopsis)
RXN-9545	stearate biosynthesis I (animals and fungi)
RXN-1401	L-tryptophan degradation X (mammalian, via tryptamine)	L-tryptophan degradation VI (via tryptamine)
BILIRUBIN-OXIDASE-RXN	
RXN-14009	kaempferol glycoside biosynthesis (Arabidopsis)
RXN-9544	stearate biosynthesis I (animals and fungi)
RXN-14008	kaempferol glycoside biosynthesis (Arabidopsis)
BILE-SALT-SULFOTRANSFERASE-RXN	
RXN-14007	S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II
RXN-9543	stearate biosynthesis I (animals and fungi)
RXN-14006	S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II
BETAGALACTOSID-RXN	lactose degradation III
RXN-14005	
RXN-9510	bacterial bioluminescence
RXN-14004	
BETA-UREIDOPROPIONASE-RXN	uracil degradation I (reductive)
RXN-14003	
RXN-9509	
RXN-14002	
BETA-PHOSPHOGLUCOMUTASE-RXN	kojibiose degradation	trehalose degradation IV	trehalose degradation III	maltose degradation
RXN-14001	quercetin triglucoside biosynthesis
RXN-9508	nitrilotriacetate degradation
RXN-14000	quercetin glycoside biosynthesis (Arabidopsis)	quercetin triglucoside biosynthesis
BETA-NITROACRYLATE-REDUCTASE-RXN	
RXN-13997	
RXN-9504	acridone alkaloid biosynthesis
RXN-13995	
BETA-LYSINE-56-AMINOMUTASE-RXN	L-lysine fermentation to acetate and butanoate
RXN-13993	
RXN-9503	aflatoxins B2 and G2 biosynthesis
RXN-13990	
BETA-LACTAMASE-RXN	
RXN-13989	viridicatin biosynthesis
RXN-9502	aflatoxins B2 and G2 biosynthesis
RXN-13988	flavonol acylglucoside biosynthesis III - quercetin derivatives
BETA-L-ARABINOSIDASE-RXN	
RXN-13987	flavonol acylglucoside biosynthesis III - quercetin derivatives
RXN-9501	aflatoxins B2 and G2 biosynthesis
RXN-13986	flavonol acylglucoside biosynthesis III - quercetin derivatives
BETA-GLUCURONID-RXN	beta-D-glucuronide and D-glucuronate degradation
RXN-13985	flavonol acylglucoside biosynthesis III - quercetin derivatives
RXN-9500	aflatoxins B2 and G2 biosynthesis
RXN-13984	flavonol acylglucoside biosynthesis III - quercetin derivatives
BETA-GLUCOSIDE-KINASE-RXN	
RXN-13983	flavonol acylglucoside biosynthesis III - quercetin derivatives
RXN-95	monolignol glucosides biosynthesis
RXN-13982	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives
BETA-DIKETONE-HYDROLASE-RXN	
RXN-13981	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives
RXN-9499	aflatoxins B2 and G2 biosynthesis
RXN-13980	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives
BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN	alpha-cyclopiazonate biosynthesis
RXN-13979	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives
RXN-9498	aflatoxins B1 and G1 biosynthesis
RXN-13978	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives
BETA-ALANYL-COA-AMMONIA-LYASE-RXN	
RXN-13977	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives
RXN-9497	aflatoxins B1 and G1 biosynthesis
RXN-13976	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives
BETA-ALANOPINE-DEHYDROGENASE-RXN	pyruvate fermentation to opines
RXN-13975	
RXN-9496	sterigmatocystin biosynthesis
RXN-13974	acylated cyanidin galactoside biosynthesis
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	lupinate biosynthesis
RXN-13972	
RXN-9495	sterigmatocystin biosynthesis
RXN-13971	
BENZYL-ALCOHOL-DEHYDROGENASE-RXN	m-cresol degradation
RXN-13970	cyanidin diglucoside biosynthesis (acyl-glucose dependent)
RXN-9494	versicolorin B biosynthesis
RXN-13969	cyanidin diglucoside biosynthesis (acyl-glucose dependent)
BENZYL-ALC-DEHYDROGENASE-RXN	salicin biosynthesis	salicortin biosynthesis	toluene degradation to benzoate
RXN-13968	phytochromobilin biosynthesis
RXN-9493	versicolorin B biosynthesis
RXN-13967	cyanidin diglucoside biosynthesis (acyl-glucose dependent)
BENZOYLFORMATE-DECARBOXYLASE-RXN	mandelate degradation I
RXN-13966	
RXN-9492	versicolorin B biosynthesis
RXN-13965	
BENZOIN-ALDOLASE-RXN	
RXN-13964	
RXN-9491	versicolorin B biosynthesis
RXN-13963	
BENZOATE-4-MONOOXYGENASE-RXN	
RXN-13962	acylated cyanidin galactoside biosynthesis
RXN-9490	versicolorin B biosynthesis
RXN-13961	
BENZOATE-12-DIOXYGENASE-RXN	benzoate degradation I (aerobic)
RXN-13960	acylated cyanidin galactoside biosynthesis
RXN-9489	versicolorin B biosynthesis
RXN-13959	
BENZOATE--COA-LIGASE-RXN	benzoate biosynthesis I (CoA-dependent, beta-oxidative)	salicortin biosynthesis	anaerobic aromatic compound degradation (Thauera aromatica)	tetrahydroxyxanthone biosynthesis (from benzoate)	benzoate degradation II (aerobic and anaerobic)
RXN-13958	
RXN-9488	versicolorin B biosynthesis
RXN-13957	hyperxanthone E biosynthesis
BENZENE-12-DIOXYGENASE-RXN	benzene degradation
RXN-13956	
RXN-9487	versicolorin B biosynthesis
RXN-13955	
BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN	mandelate degradation I
RXN-13954	flavonol acylglucoside biosynthesis I - kaempferol derivatives
RXN-9486	versicolorin B biosynthesis
RXN-13953	flavonol acylglucoside biosynthesis I - kaempferol derivatives
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	salicin biosynthesis	salicortin biosynthesis	benzoate biosynthesis III (CoA-dependent, non-beta-oxidative)	benzoate biosynthesis II (CoA-independent, non-beta-oxidative)	toluene degradation to benzoate	mandelate degradation I
RXN-13952	flavonol acylglucoside biosynthesis I - kaempferol derivatives
RXN-9485	(1'S,5'S)-averufin biosynthesis
RXN-13951	flavonol acylglucoside biosynthesis I - kaempferol derivatives
BARBITURASE-RXN	uracil degradation II (oxidative)
RXN-13950	flavonol acylglucoside biosynthesis I - kaempferol derivatives
RXN-9484	(1'S,5'S)-averufin biosynthesis
RXN-13949	flavonol acylglucoside biosynthesis I - kaempferol derivatives
BAIAEUBSP-RXN	bile acids degradation
RXN-13948	flavonol acylglucoside biosynthesis I - kaempferol derivatives
RXN-9483	(1'S,5'S)-averufin biosynthesis
RXN-13947	
BAI3OXO-OXRED-RXN	bile acids degradation
RXN-13946	choline degradation III
RXN-9482	(1'S,5'S)-averufin biosynthesis
RXN-13945	
BADH-RXN	choline degradation IV	glycine betaine biosynthesis III (plants)	choline degradation I	glycine betaine biosynthesis II (Gram-positive bacteria)	glycine betaine biosynthesis I (Gram-negative bacteria)
RXN-13944	
RXN-9481	(1'S,5'S)-averufin biosynthesis
RXN-13943	kaempferide triglycoside biosynthesis
BADEL6OXRED-RXN	bile acids degradation
RXN-13942	kaempferide triglycoside biosynthesis
RXN-9480	(1'S,5'S)-averufin biosynthesis
RXN-13941	kaempferide triglycoside biosynthesis
BADEL4OXRED-RXN	bile acids degradation
RXN-13940	chlorophyll a degradation III
RXN-9479	(1'S,5'S)-averufin biosynthesis
RXN-13939	
BA7DEHYDRA-RXN	bile acids degradation
RXN-13938	
RXN-9476	geosmin biosynthesis
RXN-13937	polymethylated kaempferol biosynthesis
AZOBENZENE-REDUCTASE-RXN	
RXN-13936	polymethylated kaempferol biosynthesis
RXN-9475	geosmin biosynthesis
RXN-13935	polymethylated kaempferol biosynthesis
ATPPHOSPHORIBOSYLTRANS-RXN	L-histidine biosynthesis
RXN-13934	polymethylated quercetin biosynthesis
RXN-9473	
RXN-13933	polymethylated quercetin biosynthesis
ATPASE-RXN	
RXN-13932	polymethylated quercetin biosynthesis
RXN-9471	streptomycin biosynthesis
RXN-13931	
ATP-PYROPHOSPHATASE-RXN	
RXN-13930	polymethylated quercetin biosynthesis
RXN-9470	streptomycin biosynthesis
RXN-13929	polymethylated quercetin biosynthesis
ATP-DEAMINASE-RXN	
RXN-13927	
RXN-947	gibberellin inactivation I (2beta-hydroxylation)
RXN-13926	
ATP-CITRATE-PRO-S--LYASE-RXN	reductive TCA cycle I	acetyl-CoA biosynthesis III (from citrate)
RXN-13925	polymethylated myricetin biosynthesis (tomato)
RXN-9469	streptomycin biosynthesis
RXN-13924	polymethylated myricetin biosynthesis (tomato)
ATP-ADENYLYLTRANSFERASE-RXN	
RXN-13923	polymethylated myricetin biosynthesis (tomato)
RXN-9467	streptomycin biosynthesis
RXN-13922	polymethylated myricetin biosynthesis (tomato)
ASPULVINONE-DIMETHYLALLYLTRANSFERASE-RXN	
RXN-13921	polymethylated myricetin biosynthesis (tomato)
RXN-9465	
RXN-13920	polymethylated myricetin biosynthesis (tomato)
ASPDECARBOX-RXN	beta-alanine biosynthesis III
RXN-13919	polymethylated myricetin biosynthesis (tomato)
RXN-9464	
RXN-13918	polymethylated myricetin biosynthesis (tomato)
ASPCARBTRANS-RXN	UMP biosynthesis II	UMP biosynthesis III	UMP biosynthesis I
RXN-13917	polymethylated myricetin biosynthesis (tomato)
RXN-9463	xyloglucan biosynthesis
RXN-13916	polymethylated myricetin biosynthesis (tomato)
ASPARTYLTRANSFERASE-RXN	
RXN-13915	polymethylated myricetin biosynthesis (tomato)
RXN-9462	xyloglucan biosynthesis
RXN-13914	polymethylated myricetin biosynthesis (tomato)
ASPARTOACYLASE-RXN	
RXN-13913	polymethylated myricetin biosynthesis (tomato)
RXN-9461	xyloglucan biosynthesis
RXN-13912	polymethylated myricetin biosynthesis (tomato)
ASPARTATEKIN-RXN	3-dehydroquinate biosynthesis II (archaea)	L-methionine biosynthesis IV (archaea)	L-lysine biosynthesis I	grixazone biosynthesis	L-lysine biosynthesis VI	L-lysine biosynthesis III	L-lysine biosynthesis II	norspermidine biosynthesis	spermidine biosynthesis II	L-homoserine biosynthesis	ectoine biosynthesis
RXN-13911	polymethylated myricetin biosynthesis (tomato)
RXN-9459	tuberculosinol biosynthesis
RXN-13910	polymethylated myricetin biosynthesis (tomato)
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	3-dehydroquinate biosynthesis II (archaea)	L-methionine biosynthesis IV (archaea)	L-lysine biosynthesis I	grixazone biosynthesis	L-lysine biosynthesis VI	L-lysine biosynthesis III	L-lysine biosynthesis II	norspermidine biosynthesis	spermidine biosynthesis II	L-homoserine biosynthesis	ectoine biosynthesis
RXN-13909	L-phenylalanine degradation V
RXN-9457	tuberculosinol biosynthesis
RXN-13908	L-phenylalanine degradation V
ASPARTATE-RACEMASE-RXN	
RXN-13907	L-phenylalanine degradation V
RXN-9456	terpentecin biosynthesis
RXN-13906	polymethylated quercetin biosynthesis	eupatolitin 3-O-glucoside biosynthesis
ASPARTATE-N-ACETYLTRANSFERASE-RXN	
RXN-13905	eupatolitin 3-O-glucoside biosynthesis
RXN-9455	terpentecin biosynthesis
RXN-13904	eupatolitin 3-O-glucoside biosynthesis
ASPARTATE-4-DECARBOXYLASE-RXN	
RXN-13903	eupatolitin 3-O-glucoside biosynthesis
RXN-9454	
RXN-13902	eupatolitin 3-O-glucoside biosynthesis
ASPARTASE-RXN	L-glutamate degradation II
RXN-13901	eupatolitin 3-O-glucoside biosynthesis
RXN-9453	puromycin biosynthesis
RXN-13900	phenylpropanoids methylation (ice plant)	eupatolitin 3-O-glucoside biosynthesis
ASPAROXO-RXN	
RXN-13899	eupatolitin 3-O-glucoside biosynthesis
RXN-9452	puromycin biosynthesis
RXN-13898	eupatolitin 3-O-glucoside biosynthesis
ASPARAGUSATE-REDUCTASE-NADH-RXN	
RXN-13897	7-dehydroporiferasterol biosynthesis
RXN-9451	puromycin biosynthesis
RXN-13896	7-dehydroporiferasterol biosynthesis
ASPARAGHYD-RXN	superpathway of L-aspartate and L-asparagine biosynthesis	L-asparagine degradation III (mammalian)	L-asparagine degradation I
RXN-13895	7-dehydroporiferasterol biosynthesis
RXN-9450	puromycin biosynthesis
RXN-13894	7-dehydroporiferasterol biosynthesis
RXN-13893	7-dehydroporiferasterol biosynthesis
RXN-945	m-xylene degradation (anaerobic)
RXN-13892	7-dehydroporiferasterol biosynthesis
ASNSYNA-RXN	L-asparagine biosynthesis II
RXN-13891	7-dehydroporiferasterol biosynthesis
RXN-9449	puromycin biosynthesis
RXN-13890	
ASCORBATE-PHOSPHORYLATION-RXN	
RXN-13889	
RXN-9448	puromycin biosynthesis
RXN-13888	sophorolipid biosynthesis
ASCORBATE-PHOSPHORYLATION-IV-RXN	
RXN-13887	sophorolipid biosynthesis
RXN-9447	puromycin biosynthesis
RXN-13886	sophorolipid biosynthesis
ASCORBATE-PHOSPHORYLATION-III-RXN	
RXN-13885	sophorolipid biosynthesis
RXN-9446	puromycin biosynthesis
RXN-13884	ergosterol biosynthesis II
