# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	435486	436349	-	WP_003668917.1	WP_003668917.1		AcrB/AcrD/AcrF family protein			HMPREF0536_RS08015	864	287	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	437522	438226	-							HMPREF0536_RS08020	705		old_locus_tag=HMPREF0536_11551
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	437522	438226	-	WP_011953545.1	WP_011953545.1		phosphate transport system regulatory protein PhoU			HMPREF0536_RS08020	705	234	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	438237	438992	-							HMPREF0536_RS08025	756		old_locus_tag=HMPREF0536_11552
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	438237	438992	-	WP_011953546.1	WP_011953546.1		phosphate ABC transporter ATP-binding protein			HMPREF0536_RS08025	756	251	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	439003	439884	-							HMPREF0536_RS08030	882		old_locus_tag=HMPREF0536_11553
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	439003	439884	-	WP_003668923.1	WP_003668923.1		phosphate ABC transporter permease PtsA			HMPREF0536_RS08030	882	293	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	439884	440783	-							HMPREF0536_RS08035	900		old_locus_tag=HMPREF0536_11554
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	439884	440783	-	WP_003668926.1	WP_003668926.1		phosphate ABC transporter permease subunit PstC			HMPREF0536_RS08035	900	299	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	440788	441693	-							HMPREF0536_RS08040	906		old_locus_tag=HMPREF0536_11555
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	440788	441693	-	WP_003668928.1	WP_003668928.1		phosphate ABC transporter substrate-binding protein			HMPREF0536_RS08040	906	301	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	441786	442496	+							HMPREF0536_RS08045	711		old_locus_tag=HMPREF0536_11556
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	441786	442496	+	WP_003668930.1	WP_003668930.1		DNA-binding response regulator			HMPREF0536_RS08045	711	236	
gene	pseudogene	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	442675	443718	+							HMPREF0536_RS10925	1044		partial;pseudo
CDS	without_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	442675	443718	+				IS5/IS1182 family transposase			HMPREF0536_RS10925	1044		partial;pseudo
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	443745	443957	-							HMPREF0536_RS08060	213		old_locus_tag=HMPREF0536_11559
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	443745	443957	-	WP_003668936.1	WP_003668936.1		hypothetical protein			HMPREF0536_RS08060	213	70	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	444121	445134	-							HMPREF0536_RS08065	1014		old_locus_tag=HMPREF0536_11560
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	444121	445134	-	WP_003668938.1	WP_003668938.1		hypothetical protein			HMPREF0536_RS08065	1014	337	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	445250	445780	+							HMPREF0536_RS08070	531		old_locus_tag=HMPREF0536_11561
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	445250	445780	+	WP_003668940.1	WP_003668940.1		N-acetyltransferase			HMPREF0536_RS08070	531	176	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	445965	446552	+							HMPREF0536_RS08075	588		old_locus_tag=HMPREF0536_11562
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	445965	446552	+	WP_003668941.1	WP_003668941.1		mannose-6-phosphate isomerase			HMPREF0536_RS08075	588	195	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	446576	446701	+							HMPREF0536_RS10930	126		old_locus_tag=HMPREF0536_11563
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	446576	446701	+	WP_003668943.1	WP_003668943.1		hypothetical protein			HMPREF0536_RS10930	126	41	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	446708	446887	+							HMPREF0536_RS08080	180		old_locus_tag=HMPREF0536_11564
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	446708	446887	+	WP_003668945.1	WP_003668945.1		mannose-6-phosphate isomerase			HMPREF0536_RS08080	180	59	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	446884	447777	-							HMPREF0536_RS08085	894		old_locus_tag=HMPREF0536_11565
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	446884	447777	-	WP_003668946.1	WP_003668946.1		LysR family transcriptional regulator			HMPREF0536_RS08085	894	297	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	447906	449012	+							HMPREF0536_RS08090	1107		old_locus_tag=HMPREF0536_11566
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	447906	449012	+	WP_003668948.1	WP_003668948.1		NAD(P)-dependent alcohol dehydrogenase			HMPREF0536_RS08090	1107	368	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	449030	449233	+							HMPREF0536_RS10935	204		
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	449030	449233	+	WP_080502978.1	WP_080502978.1		hypothetical protein			HMPREF0536_RS10935	204	67	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	449098	449418	+							HMPREF0536_RS08095	321		old_locus_tag=HMPREF0536_11567
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	449098	449418	+	WP_003668950.1	WP_003668950.1		protein-tyrosine-phosphatase			HMPREF0536_RS08095	321	106	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	449542	450585	-							HMPREF0536_RS08100	1044		old_locus_tag=HMPREF0536_11568
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	449542	450585	-	WP_003668952.1	WP_003668952.1		hypothetical protein			HMPREF0536_RS08100	1044	347	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	450777	451334	-							HMPREF0536_RS08105	558		old_locus_tag=HMPREF0536_11569
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	450777	451334	-	WP_003664757.1	WP_003664757.1		elongation factor P			HMPREF0536_RS08105	558	185	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	451594	452775	-							HMPREF0536_RS08110	1182		old_locus_tag=HMPREF0536_11570
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	451594	452775	-	WP_003668955.1	WP_003668955.1		PTS sugar transporter subunit IIC			HMPREF0536_RS08110	1182	393	
gene	pseudogene	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	453086	454053	+							HMPREF0536_RS08115	968		pseudo
CDS	without_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	453086	454053	+				IS30 family transposase			HMPREF0536_RS08115	968		pseudo
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	454577	455440	-							HMPREF0536_RS08120	864		old_locus_tag=HMPREF0536_11573
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	454577	455440	-	WP_011953549.1	WP_011953549.1		metal ABC transporter substrate-binding protein			HMPREF0536_RS08120	864	287	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	455556	456032	-							HMPREF0536_RS08125	477		old_locus_tag=HMPREF0536_11574
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	455556	456032	-	WP_003668959.1	WP_003668959.1		S-ribosylhomocysteine lyase			HMPREF0536_RS08125	477	158	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	456420	457106	-							HMPREF0536_RS08130	687		old_locus_tag=HMPREF0536_11575
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	456420	457106	-	WP_003668960.1	WP_003668960.1		peptidase M10			HMPREF0536_RS08130	687	228	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	457130	457744	-							HMPREF0536_RS08135	615		old_locus_tag=HMPREF0536_11576
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	457130	457744	-	WP_011953550.1	WP_011953550.1		sugar permease			HMPREF0536_RS08135	615	204	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	458050	459105	-							HMPREF0536_RS08140	1056		old_locus_tag=HMPREF0536_11577
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	458050	459105	-	WP_003668962.1	WP_003668962.1		Zn-dependent alcohol dehydrogenase			HMPREF0536_RS08140	1056	351	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	459424	460314	+							HMPREF0536_RS08145	891		
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	459424	460314	+	WP_003668963.1	WP_003668963.1		ISL3 family transposase			HMPREF0536_RS08145	891	296	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	460426	460572	+							HMPREF0536_RS10940	147		old_locus_tag=HMPREF0536_11579
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	460426	460572	+	WP_003668964.1	WP_003668964.1		hypothetical protein			HMPREF0536_RS10940	147	48	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	460573	460755	+							HMPREF0536_RS10945	183		
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	460573	460755	+	WP_080502982.1	WP_080502982.1		hypothetical protein			HMPREF0536_RS10945	183	60	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	460872	462266	+							HMPREF0536_RS08150	1395		old_locus_tag=HMPREF0536_11580
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	460872	462266	+	WP_003668965.1	WP_003668965.1		IS3 family transposase			HMPREF0536_RS08150	1395	464	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	462481	463728	+							HMPREF0536_RS08155	1248		old_locus_tag=HMPREF0536_11581
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	462481	463728	+	WP_003668966.1	WP_003668966.1		ISL3 family transposase			HMPREF0536_RS08155	1248	415	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	463796	464038	-							HMPREF0536_RS08160	243		old_locus_tag=HMPREF0536_11582
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	463796	464038	-	WP_003668967.1	WP_003668967.1		cytochrome b5			HMPREF0536_RS08160	243	80	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	464130	464600	-							HMPREF0536_RS10950	471		
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	464130	464600	-	WP_011953551.1	WP_011953551.1		transposase			HMPREF0536_RS10950	471	156	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	464781	465068	+							HMPREF0536_RS08170	288		old_locus_tag=HMPREF0536_11585
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	464781	465068	+	WP_003668971.1	WP_003668971.1		hypothetical protein			HMPREF0536_RS08170	288	95	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	465248	465835	-							HMPREF0536_RS08175	588		old_locus_tag=HMPREF0536_11586
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	465248	465835	-	WP_003668972.1	WP_003668972.1		DUF4767 domain-containing protein			HMPREF0536_RS08175	588	195	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	466289	467500	+							HMPREF0536_RS08180	1212		old_locus_tag=HMPREF0536_11587
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	466289	467500	+	WP_003668974.1	WP_003668974.1		putative hydroxymethylpyrimidine transporter CytX			HMPREF0536_RS08180	1212	403	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	467574	468095	-							HMPREF0536_RS08185	522		old_locus_tag=HMPREF0536_11588
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	467574	468095	-	WP_003668975.1	WP_003668975.1		N-acetyltransferase			HMPREF0536_RS08185	522	173	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	468311	468775	-							HMPREF0536_RS08190	465		old_locus_tag=HMPREF0536_11589
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	468311	468775	-	WP_003668976.1	WP_003668976.1		hypothetical protein			HMPREF0536_RS08190	465	154	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	468788	469855	-							HMPREF0536_RS08195	1068		old_locus_tag=HMPREF0536_11590
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	468788	469855	-	WP_003668977.1	WP_003668977.1		LysM domain-containing protein			HMPREF0536_RS08195	1068	355	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	469948	471108	-							HMPREF0536_RS08200	1161		old_locus_tag=HMPREF0536_11591
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	469948	471108	-	WP_011953553.1	WP_011953553.1		MFS transporter			HMPREF0536_RS08200	1161	386	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	471127	471663	+							HMPREF0536_RS08205	537		old_locus_tag=HMPREF0536_11592
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	471127	471663	+	WP_035164165.1	WP_035164165.1		TIGR01440 family protein			HMPREF0536_RS08205	537	178	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	471687	471854	-							HMPREF0536_RS08210	168		old_locus_tag=HMPREF0536_11593
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	471687	471854	-	WP_003668980.1	WP_003668980.1		hypothetical protein			HMPREF0536_RS08210	168	55	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	471855	472727	-							HMPREF0536_RS08215	873		old_locus_tag=HMPREF0536_11594
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	471855	472727	-	WP_003668981.1	WP_003668981.1		RNA methyltransferase			HMPREF0536_RS08215	873	290	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	472798	474036	-							HMPREF0536_RS08220	1239		old_locus_tag=HMPREF0536_11595
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	472798	474036	-	WP_003668982.1	WP_003668982.1		MFS transporter			HMPREF0536_RS08220	1239	412	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	474429	475646	-							HMPREF0536_RS08225	1218		old_locus_tag=HMPREF0536_11596
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	474429	475646	-	WP_003668983.1	WP_003668983.1		site-specific integrase			HMPREF0536_RS08225	1218	405	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	475624	475839	-							HMPREF0536_RS08230	216		old_locus_tag=HMPREF0536_11597
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	475624	475839	-	WP_003668985.1	WP_003668985.1		DUF3173 domain-containing protein			HMPREF0536_RS08230	216	71	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	475841	476107	-							HMPREF0536_RS08235	267		old_locus_tag=HMPREF0536_11598
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	475841	476107	-	WP_003668986.1	WP_003668986.1		hypothetical protein			HMPREF0536_RS08235	267	88	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	476107	478173	-							HMPREF0536_RS08240	2067		old_locus_tag=HMPREF0536_11599
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	476107	478173	-	WP_003668988.1	WP_003668988.1		hypothetical protein			HMPREF0536_RS08240	2067	688	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	478140	479045	-							HMPREF0536_RS08245	906		old_locus_tag=HMPREF0536_11600
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	478140	479045	-	WP_003668990.1	WP_003668990.1		hypothetical protein			HMPREF0536_RS08245	906	301	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	479530	480012	-							HMPREF0536_RS08250	483		old_locus_tag=HMPREF0536_11601
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	479530	480012	-	WP_011953556.1	WP_011953556.1		IS30 family transposase			HMPREF0536_RS08250	483	160	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	480204	481973	-							HMPREF0536_RS08255	1770		old_locus_tag=HMPREF0536_11602
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	480204	481973	-	WP_003668994.1	WP_003668994.1		alpha-glycosidase			HMPREF0536_RS08255	1770	589	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	481970	483316	-							HMPREF0536_RS08260	1347		old_locus_tag=HMPREF0536_11603
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	481970	483316	-	WP_003668995.1	WP_003668995.1		MFS transporter			HMPREF0536_RS08260	1347	448	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	483584	483877	-							HMPREF0536_RS08265	294		old_locus_tag=HMPREF0536_11604
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	483584	483877	-	WP_003668997.1	WP_003668997.1		hypothetical protein			HMPREF0536_RS08265	294	97	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	483972	484442	+							HMPREF0536_RS08270	471		
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	483972	484442	+	WP_003673001.1	WP_003673001.1		hypothetical protein			HMPREF0536_RS08270	471	156	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	485577	487130	-							HMPREF0536_RS08275	1554		old_locus_tag=HMPREF0536_11606
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	485577	487130	-	WP_011953557.1	WP_011953557.1		GMP synthase (glutamine-hydrolyzing)			HMPREF0536_RS08275	1554	517	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	487645	488835	+							HMPREF0536_RS08280	1191		old_locus_tag=HMPREF0536_11607
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	487645	488835	+	WP_003669001.1	WP_003669001.1		ATP-binding protein			HMPREF0536_RS08280	1191	396	
